0,83.2778,0,46.9444,0,53.6667,0,74.722,0,48.8889,0,89.5,0,86.8333,0,76.7778,0,78.5556,0,49.6667,0,39,0,56.2778,0,20.2778,0,58.5556,0,29.3333,0,84.7222,0,79.8889,0,80.8333,0,62.1667,0,84.1667,0,54.3889,0,83.7222,0,78.5556,0,93.3333,0,46.7222,0,70.6667,0,59.4444,0,79.444,0,44.8889,0,104.2222,0,59.7222,0,29.0556,0,64,0,52.2778,0,93.6111,0,21,0,28.7222,0,107.2778,0,100.6667,0,77.6667,0,84.6667,0,5.9444,0,113.1667,0,38.5556,0,100.3889,0,32.2222,0,41.3333,0,86.7222,0,50.3889,0,10.1111,0,93.111,0,60.7778,0,32.6667,0,98.6667,0,1.4444,0,97.8333,0,41.2778,0,53.1111,0,46.3333,0,70.1667,0,81.1111,0,117.2778,0,0,0,19.4444,0,30.2778,0,36.5556,0,85.4444,0,100.8333,0,39.6111,0,51.5,0,47.9444,0,55.3889,0,44.5,0,65.1111,0,3.2222,0,8.444,0,12.4444,0,11.5556,0,4.3333,0,108.3333,0,0,0,16.5556,0,10.4444,0,80.1667,0,71.1667,0,4.7222,0,79.1667,0,16.6111,0,75.6111,0,29,0,29.1667,0,91.4444,0,72.8333,55.2222,71.1667,0,50.9444,0,32.1111,0,63.5556,0,44.7778,0,90.2222,0,56,0,91.2778,0,61.3889,0,55.1111,0,19.2222,0,109.5,0,10.7222,0,9.1111,0,52.7222,0,106.2222,0,40.8333,0,78,0,35.4444
0.13333,91.7222,0.13333,70.3333,60.3889,0.13333,73.556,0.13333,87.1667,0.13333,87.3333,0.13333,66.3889,0.13333,98,0.13333,86.1111,0.13333,78.0556,0.13333,53.2222,0.13333,72.8889,0.13333,38.1667,0.13333,67.2222,0.13333,47.7778,0.13333,73.3889,0.13333,61,0.13333,65.3889,0.13333,38.3333,0.13333,86.2778,0.13333,57.8333,0.13333,62.0556,0.133333,72.1667,0.13333,70.4444,0.13333,52.8889,0.13333,81.7222,0.13333,64.3889,0.13333,113.167,0.13333,78.3333,0.13333,102.6667,0.133333,78.7222,0.13333,45.7222,0.13333,105.556,0.13333,95.0556,0.13333,99.1111,0.13333,49.5,0.13333,47.4444,0.13333,116,0.13333,95.2222,0.13333,93.1111,0.13333,77.5,0.13333,31.9444,0.13333,111.8889,0.13333,50.3889,0.13333,104.5,0.13333,20.1667,0.13333,56.7778,0.13333,66.3333,0.13333,59.2222,0.13333,52.4444,0.13333,100.056,0.13333,70.8889,0.13333,45.6111,0.13333,84.1667,0.13333,28.2778,0.133333,107.3333,0.13333,40.2778,0.13333,54.8889,0.13333,82.5,0.13333,88.6111,0.13333,95.7778,0.13333,117.1111,0.13333,9.2778,0.13333,50.8333,0.13333,34.5,0.13333,28.9444,0.13333,97.9444,0.13333,107.5556,0.13333,47.6667,0.13333,69.3333,0.133333,73.6111,0.13333,68.8333,0.13333,57.7222,0.13333,92.8889,0.13333,47.3333,0.13333,37.278,0.13333,51.0556,0.13333,44.7222,0.13333,20.6111,0.13333,123.6667,0.13333,10.2222,0.13333,23.3333,0.133333,46.5556,0.13333,96.7778,0.13333,83.6667,0.13333,23.1667,0.13333,106.3333,0.13333,47.2222,0.13333,95.5,0.13333,54.1667,0.13333,66.9444,0.133333,96.1111,0.13333,80.5556,0.13333,81.6667,67.4444,0.13333,48.2222,0.13333,38.7222,0.13333,42.1667,0.13333,41.9444,0.13333,82.2222,0.13333,36.5,0.13333,80.7222,0.13333,62.4444,0.13333,58.5,0.13333,28.8889,0.13333,111.6667,0.13333,14.7222,0.13333,22.1111,0.13333,88.5556,0.13333,88.8333,0.13333,80.9444,0.13333,51.1667,0.13333,71.6111
0.26667,94,0.26667,68.1111,64.5556,0.26667,74.222,0.26667,96.9444,0.26667,53.2778,0.26667,33,0.26667,103.4444,0.26667,72.8333,0.26667,90.0556,0.26667,64.2778,0.26667,49.1111,0.26667,44.5556,0.26667,45.5556,0.26667,57.9444,0.26667,50,0.26667,35.6111,0.26667,48.8333,0.26667,24.9444,0.26667,83.7222,0.26667,58.8889,0.26667,32.3889,0.266667,58.0556,0.26667,40.8333,0.26667,58.6667,0.26667,86.9444,0.26667,63.2778,0.26667,119.778,0.26667,74.2222,0.26667,101.9444,0.266667,64.6111,0.26667,55.5,0.26667,96.667,0.26667,107.6111,0.26667,84.1111,0.26667,46.5,0.26667,39.2778,0.26667,115.0556,0.26667,67.2222,0.26667,67.1667,0.26667,64.4444,0.26667,42.8889,0.26667,109.2778,0.26667,55.5,0.26667,99.2778,0.26667,10.5556,0.26667,63.6667,0.26667,29.9444,0.26667,66.6667,0.26667,86.1111,0.26667,102.611,0.26667,66.5556,0.26667,39,0.26667,80.4444,0.26667,79.3889,0.266667,84.6111,0.26667,36.6111,0.26667,54.6667,0.26667,91.3333,0.26667,92.8889,0.26667,106.7778,0.26667,109.7222,0.26667,22.1667,0.26667,52.8333,0.26667,34.1667,0.26667,14,0.26667,89.1667,0.26667,82.7778,0.26667,50.7778,0.26667,65,0.266667,80.4444,0.26667,71.7222,0.26667,65.1111,0.26667,101.1111,0.26667,72.2778,0.26667,56.889,0.26667,72.6111,0.26667,65.3889,0.26667,35.3889,0.26667,124,0.26667,46.3333,0.26667,24.9444,0.266667,74.6111,0.26667,99.5,0.26667,83.1111,0.26667,42.1667,0.26667,110.8889,0.26667,57.5556,0.26667,82.2222,0.26667,65.0556,0.26667,83.3889,0.266667,75.8333,0.26667,81.1111,0.26667,80.5556,69.6111,0.26667,33.8333,0.26667,38.2778,0.26667,29.1667,0.26667,37.6667,0.26667,71.3889,0.26667,12.2778,0.26667,53.1111,0.26667,62.2222,0.26667,65.4444,0.26667,28.8333,0.26667,108.3333,0.26667,15.1667,0.26667,34.6667,0.26667,91.9444,0.26667,66.8333,0.26667,92.3889,0.26667,28.5,0.26667,90
0.4,98.8889,0.4,53,71.1111,0.4,71.833,0.4,90.8889,0.4,41,0.4,26.7222,0.4,100.2222,0.4,54.6111,0.4,92.1667,0.4,72.3889,0.4,25.6667,0.4,40.5,0.4,29.8333,0.4,63.3333,0.4,38,0.4,27.1667,0.4,38.2222,0.4,26.7778,0.4,77.8333,0.4,50.7778,0.4,16.9444,0.4,52.7222,0.4,19.1667,0.4,58.9444,0.4,86.5556,0.4,55.7778,0.4,117,0.4,44.7222,0.4,91.7778,0.4,63.9444,0.4,63.8333,0.4,60.333,0.4,111,0.4,72.7778,0.4,31.1111,0.4,28.4444,0.4,103.8889,0.4,50.7222,0.4,36.1667,0.4,59.5556,0.4,52.3333,0.4,104.7222,0.4,58.1111,0.4,78.8889,0.4,3.9444,0.4,65.1667,0.4,15.0556,0.4,74.4444,0.4,84,0.4,95.611,0.4,63.8889,0.4,30.6667,0.4,80.6667,0.4,99.5,0.4,51.8889,0.4,30.6111,0.4,49.6667,0.4,74.9444,0.4,84.0556,0.4,110.3333,0.4,89.5556,0.4,29.8889,0.4,30.1667,0.4,31.8333,0.4,14.8889,0.4,65,0.4,58,0.4,48.8333,0.4,49.5556,0.4,75.3333,0.4,72.2222,0.4,75.7222,0.4,76,0.4,54.8889,0.4,66.778,0.4,58.1111,0.4,64.7778,0.4,45.8333,0.4,123,0.4,62.7778,0.4,26.7778,0.4,76.8889,0.4,87.7778,0.4,81.8333,0.4,56.1667,0.4,111.9444,0.4,68.4444,0.4,49.3333,0.4,65.0556,0.4,79.1667,0.4,52.7778,0.4,84.3333,0.4,77.1111,72.9444,0.4,29.2778,0.4,34.8333,0.4,18.7222,0.4,32.0556,0.4,60.6111,0.4,2.1111,0.4,37.3889,0.4,58.5,0.4,73.4444,0.4,29.0556,0.4,103.5,0.4,13.6111,0.4,41.8333,0.4,69.3889,0.4,56.8889,0.4,64.6667,0.4,27.1111,0.4,89.5
0.53333,102.3889,0.53333,36.6667,71.9444,0.53333,72.333,0.53333,66.2222,0.53333,32.5556,0.53333,31.1667,0.53333,90.9444,0.53333,45.3333,0.53333,86.6667,0.53333,72.8889,0.53333,17,0.53333,35.1111,0.53333,26.3889,0.53333,74.3333,0.53333,40.6111,0.53333,27.3889,0.53333,26.0556,0.53333,36.3333,0.53333,73.9444,0.53333,33.8889,0.53333,8.1111,0.533333,48.6111,0.53333,3.1111,0.53333,52.9444,0.53333,84.9444,0.53333,44.4444,0.53333,77.556,0.53333,28.8333,0.53333,84.2222,0.533333,63.0556,0.53333,68.1667,0.53333,25.833,0.53333,100.8333,0.53333,66.2778,0.53333,20.5556,0.53333,20.5,0.53333,82.4444,0.53333,41.8333,0.53333,22.5556,0.53333,69.1667,0.53333,56.1111,0.53333,92.1667,0.53333,48.8333,0.53333,59.7222,0.53333,2.0556,0.53333,64.8333,0.53333,11.8333,0.53333,69.2778,0.53333,56,0.53333,91.5,0.53333,61.5,0.53333,25.0556,0.53333,80.1667,0.53333,87.3889,0.533333,42.6667,0.53333,19.6111,0.53333,45.9444,0.53333,51.5,0.53333,61.4444,0.53333,110.2222,0.53333,85.8333,0.53333,35.8333,0.53333,14.1667,0.53333,29.4444,0.53333,25,0.53333,52.3333,0.53333,52.8889,0.53333,40.8889,0.53333,35.7222,0.533333,68.1111,0.53333,68.3333,0.53333,75.8333,0.53333,44.5556,0.53333,41.3889,0.53333,68.278,0.53333,30.3889,0.53333,54.1667,0.53333,49.6111,0.53333,114.5,0.53333,62.4444,0.53333,24.5556,0.533333,75.1667,0.53333,77,0.53333,81.7222,0.53333,71.1111,0.53333,111.6667,0.53333,77.6111,0.53333,30.9444,0.53333,62.0556,0.53333,69,0.533333,44.3889,0.53333,84.5556,0.53333,70.4444,65.5556,0.53333,33.4444,0.53333,30.0556,0.53333,8.8889,0.53333,24.5556,0.53333,57.6667,0.53333,3.9444,0.53333,28.6111,0.53333,52.1667,0.53333,73.0556,0.53333,27.7222,0.53333,92.6111,0.53333,14.5556,0.53333,45.2222,0.53333,56.6111,0.53333,50.5,0.53333,55.5,0.53333,32.1111,0.53333,79.5556
0.66667,104.2222,0.66667,21.6667,64.6667,0.66667,60,0.66667,52.6667,0.66667,29,0.66667,40.5,0.66667,77.1111,0.66667,36.5,0.66667,80.8889,0.66667,68.7222,0.66667,25.1667,0.66667,27.8333,0.66667,20.5,0.66667,69.8889,0.66667,51.9444,0.66667,25.6111,0.66667,15.2222,0.66667,47.8333,0.66667,66.7222,0.66667,19.3889,0.66667,0.4444,0.666667,42.2222,0.66667,0,0.66667,44.7778,0.66667,83.3333,0.66667,32.3889,0.66667,32.056,0.66667,28.0556,0.66667,72.7222,0.666667,65.0556,0.66667,63.0556,0.66667,5.444,0.66667,76.0556,0.66667,50.9444,0.66667,14.5,0.66667,22.6111,0.66667,61,0.66667,39.7222,0.66667,22.2778,0.66667,76.3889,0.66667,56.6111,0.66667,86.7778,0.66667,29.9444,0.66667,42.7778,0.66667,1.1111,0.66667,59.0556,0.66667,14.2222,0.66667,58.1111,0.66667,41.3889,0.66667,92,0.66667,51.5,0.66667,20.6111,0.66667,85.4444,0.66667,57,0.666667,41.6667,0.66667,9.8333,0.66667,46.5556,0.66667,39.3333,0.66667,39.5,0.66667,109.6667,0.66667,92.7778,0.66667,45.0556,0.66667,8.2222,0.66667,28.7778,0.66667,38,0.66667,55,0.66667,57.2778,0.66667,30.8333,0.66667,30.1667,0.666667,68.7778,0.66667,67.2222,0.66667,66.6667,0.66667,42.6111,0.66667,44.6667,0.66667,63.333,0.66667,15.7778,0.66667,40.5556,0.66667,51.7778,0.66667,91.5556,0.66667,57.6667,0.66667,18.6111,0.666667,74.1111,0.66667,68.8333,0.66667,78.8333,0.66667,77.2222,0.66667,107.8333,0.66667,77.1667,0.66667,14.7222,0.66667,56.1667,0.66667,56.8889,0.666667,43.1111,0.66667,85.3333,0.66667,63.6667,57.5,0.66667,41.1667,0.66667,27.7222,0.66667,1.1667,0.66667,17.2778,0.66667,53.6111,0.66667,4.1111,0.66667,21.7222,0.66667,46.9444,0.66667,69.7222,0.66667,25.1667,0.66667,73.4444,0.66667,11.0556,0.66667,50.7778,0.66667,49.7222,0.66667,42.8889,0.66667,68.8889,0.66667,32.7222,0.66667,71.4444
0.8,108.8333,0.8,7.2222,54.4444,0.8,46.056,0.8,38.7778,0.8,29.6111,0.8,52.1667,0.8,68.1111,0.8,28.6667,0.8,73.2778,0.8,64,0.8,35.2778,0.8,24.5,0.8,15.1667,0.8,62.7222,0.8,57.7222,0.8,21.2222,0.8,2.2222,0.8,63.1111,0.8,54.8889,0.8,10.7778,0.8,0,0.8,48.7778,0.8,0,0.8,39.8889,0.8,72.6667,0.8,17.0556,0.8,3.444,0.8,32.2222,0.8,62.2222,0.8,71.3889,0.8,55.8333,0.8,9.167,0.8,69.6667,0.8,36.3889,0.8,13.1111,0.8,30.2778,0.8,47.6667,0.8,51.8889,0.8,27.9444,0.8,82.9444,0.8,61.2778,0.8,87.9444,0.8,14,0.8,31.5556,0.8,3.2778,0.8,49.5556,0.8,19.6111,0.8,45.6667,0.8,38.5556,0.8,96.056,0.8,35,0.8,14.8889,0.8,86.5,0.8,38.3333,0.8,48.6111,0.8,3.7222,0.8,39.2222,0.8,34.9444,0.8,17.3333,0.8,98.5556,0.8,100.3333,0.8,43.3889,0.8,14.6111,0.8,24.8889,0.8,50.1111,0.8,60.4444,0.8,67.8333,0.8,18.7222,0.8,34.3889,0.8,78.3333,0.8,57.7778,0.8,53.6667,0.8,54.2222,0.8,45.1667,0.8,61.5,0.8,13.2222,0.8,28.2222,0.8,44.8333,0.8,80.8889,0.8,49.3333,0.8,11.6111,0.8,81.8889,0.8,57.1667,0.8,75.2222,0.8,78.5,0.8,93.3333,0.8,70.1111,0.8,1.7222,0.8,54.2222,0.8,35.4444,0.8,55.0556,0.8,83.7778,0.8,53,45.7778,0.8,50.6667,0.8,21.2778,0.8,0,0.8,16.1667,0.8,36.6111,0.8,5.8889,0.8,12.5,0.8,44.3889,0.8,60.2222,0.8,21.5556,0.8,48.5556,0.8,3.8889,0.8,53.8889,0.8,41.8333,0.8,32.6667,0.8,86,0.8,38.8889,0.8,65.6667
0.93333,104.8889,0.93333,1,40.0556,0.93333,33.667,0.93333,20,0.93333,21.6111,0.93333,65.1111,0.93333,58.5,0.93333,13.8333,0.93333,58.8333,0.93333,52.4444,0.93333,51.3333,0.93333,19.4444,0.93333,7.8889,0.93333,48.1111,0.93333,58.1111,0.93333,24.2222,0.93333,0,0.93333,83.4444,0.93333,42.3333,0.93333,11.8889,0.93333,1.6111,0.933333,52,0.93333,5.1111,0.93333,57.5,0.93333,55.7778,0.93333,8.2778,0.93333,0,0.93333,40.3333,0.93333,55.7222,0.933333,67.8333,0.93333,50.6111,0.93333,26.889,0.93333,78.7778,0.93333,28.1111,0.93333,6.5556,0.93333,35.3333,0.93333,39.2222,0.93333,82.6667,0.93333,36.5,0.93333,94.4444,0.93333,56.9444,0.93333,91.1111,0.93333,3.0556,0.93333,29.7778,0.93333,4.8889,0.93333,34.7778,0.93333,28.8333,0.93333,32.3333,0.93333,41.3333,0.93333,90.889,0.93333,23.3333,0.93333,15.1667,0.93333,73.7222,0.93333,33.8333,0.933333,67.5,0.93333,3,0.93333,36.0556,0.93333,26.6667,0.93333,2.2222,0.93333,67.8889,0.93333,101.8889,0.93333,35.7778,0.93333,22.7222,0.93333,15.0556,0.93333,60.3333,0.93333,56.6111,0.93333,92.3889,0.93333,15.4444,0.93333,41.4444,0.933333,95.9444,0.93333,47.3333,0.93333,42.5,0.93333,72.1111,0.93333,45.6667,0.93333,63.778,0.93333,18.3889,0.93333,24.3333,0.93333,38.9444,0.93333,76.9444,0.93333,40.1667,0.93333,2.6667,0.933333,90.4444,0.93333,50.8333,0.93333,69.3333,0.93333,77.6111,0.93333,76.1111,0.93333,65.2222,0.93333,0.6111,0.93333,59.7222,0.93333,11,0.933333,84.7222,0.93333,77.5,0.93333,38.7222,36.8333,0.93333,53.5556,0.93333,9.2222,0.93333,0,0.93333,16.3333,0.93333,18.1667,0.93333,10.3889,0.93333,6.4444,0.93333,41,0.93333,48.6667,0.93333,16.7222,0.93333,28.1111,0.93333,0.5,0.93333,52.2778,0.93333,24.1667,0.93333,17.3333,0.93333,88.2778,0.93333,48.6111,0.93333,59.7778
1.06667,100.6667,1.06667,0.6111,16.1111,1.06667,21.167,1.06667,7.3333,1.06667,9.3889,1.06667,76.8889,1.06667,47.5,1.06667,1.8889,1.06667,46.9444,1.06667,42.6667,1.06667,71.6667,1.06667,15.3889,1.06667,1.7222,1.06667,30.5,1.06667,63.8333,1.06667,42.5,1.06667,2.7222,1.06667,83.8333,1.06667,33,1.06667,13.5556,1.06667,13,1.066667,23.3889,1.06667,25.1667,1.06667,85.8889,1.06667,40.2778,1.06667,10.9444,1.06667,0,1.06667,47.1667,1.06667,51.2778,1.066667,56.2222,1.06667,43.8889,1.06667,42.833,1.06667,92.1667,1.06667,23.6111,1.06667,1.3889,1.06667,37.0556,1.06667,31.3333,1.06667,99.7222,1.06667,45.7778,1.06667,110.6111,1.06667,51.1667,1.06667,94.6111,1.06667,3.6111,1.06667,47.1111,1.06667,6.9444,1.06667,19.0556,1.06667,44.5556,1.06667,24.4444,1.06667,43.8333,1.06667,78.5,1.06667,23.8889,1.06667,20.2222,1.06667,43.8333,1.06667,46.3333,1.066667,84.8889,1.06667,2.9444,1.06667,34.8333,1.06667,29.2222,1.06667,3.6111,1.06667,44.5556,1.06667,106.9444,1.06667,28.5556,1.06667,22.4444,1.06667,8,1.06667,76.3333,1.06667,50.1111,1.06667,104.4444,1.06667,18.4444,1.06667,48.5556,,,1.06667,38.2778,1.06667,30.7778,1.06667,93.2778,1.06667,47.6667,1.06667,75.556,1.06667,32.2778,1.06667,28.4444,1.06667,33.5556,1.06667,73.3333,1.06667,43.6111,1.06667,0,1.066667,83.1667,1.06667,49,1.06667,63.4444,1.06667,67.5556,1.06667,68.2778,1.06667,63.2222,1.06667,11.1667,1.06667,80.5556,1.06667,0.9444,1.066667,103.7778,1.06667,68.1111,1.06667,33.5,23.1111,1.06667,52.3889,1.06667,3.5,1.06667,0,1.06667,8.3333,1.06667,9.9444,1.06667,15.1667,1.06667,0.8333,1.06667,36.7778,1.06667,41.3889,1.06667,12.8333,1.06667,17.8333,1.06667,0.1111,1.06667,45.2778,1.06667,5.0556,1.06667,9.6111,1.06667,67.2222,1.06667,59.8333,1.06667,51.6667
1.2,95.1111,1.2,3,13.6667,1.2,9.778,1.2,16.7778,1.2,6.7222,1.2,85.7222,1.2,41.1667,1.2,1.9444,1.2,38.1111,1.2,38.7778,1.2,83.6111,1.2,17.2222,1.2,3.5,1.2,16.6667,1.2,75,1.2,57.3889,1.2,16.5,1.2,57.3889,1.2,32.9444,1.2,18.1111,1.2,26.7222,,,1.2,38.0556,1.2,82,1.2,30.2222,1.2,16.8889,1.2,0,1.2,61.8333,1.2,47.2222,,,1.2,36,1.2,53.833,1.2,98.7222,1.2,21.5556,1.2,0.3333,1.2,40.3333,1.2,27.5,1.2,64.9444,1.2,60.6667,1.2,116.1111,1.2,47.4444,1.2,97.2222,1.2,11.7222,1.2,62.8333,1.2,13,1.2,7.6111,1.2,61.8889,1.2,33.7222,1.2,46.1111,1.2,59.111,1.2,28.0556,1.2,23.5,1.2,33.8889,1.2,65.7778,,,1.2,9.3889,1.2,26.1667,1.2,50.8333,1.2,22.3889,1.2,50.1111,1.2,113.6111,1.2,24.8333,1.2,27.4444,1.2,2.9444,1.2,94.5,1.2,52.3333,1.2,91.6667,1.2,28.5556,1.2,56.1111,,,1.2,32.1111,1.2,20.1667,1.2,102.3333,1.2,52.8333,1.2,90.111,1.2,47.0556,1.2,36.5556,1.2,26.5,1.2,74.3333,1.2,62.5,1.2,0,,,1.2,57.1667,1.2,59.5,1.2,52.1111,1.2,60.4444,1.2,67.7222,1.2,31.2778,1.2,102.2222,1.2,9.1667,,,1.2,59.8333,1.2,37.4444,8.0556,1.2,56.8333,1.2,2,1.2,1.3333,1.2,0.3889,1.2,12.0556,1.2,23.3333,1.2,1.8889,1.2,29.9444,1.2,33.6667,1.2,7.8889,1.2,16.3333,1.2,5.8333,1.2,42.9444,1.2,0,1.2,9.1111,1.2,45.6111,1.2,66.2222,1.2,39
